//Version: PianoFingering_v170101
0	0.00000	0.23542	F5	80	80	0	-1
1	0.00000	1.89792	C#4	80	80	1	-1
2	0.25000	0.48542	G#4	80	80	0	-1
3	0.50000	0.73542	F5	80	80	0	-1
4	0.75000	0.98542	G#4	80	80	0	-1
5	1.00000	1.23542	F5	80	80	0	-1
6	1.25000	1.48542	G#4	80	80	0	-1
7	1.50000	1.73542	F5	80	80	0	-1
8	1.75000	1.98542	G#4	80	80	0	-1
9	2.00000	2.23542	C5	80	80	0	-1
10	2.00000	3.89792	G#3	80	80	1	-1
11	2.25000	2.48542	D#4	80	80	0	-1
12	2.50000	2.73542	C5	80	80	0	-1
13	2.75000	2.98542	D#4	80	80	0	-1
14	3.00000	3.23542	C5	80	80	0	-1
15	3.25000	3.48542	D#4	80	80	0	-1
16	3.50000	3.73542	C5	80	80	0	-1
17	3.75000	3.98542	D#4	80	80	0	-1
18	4.00000	4.23542	C#5	80	80	0	-1
19	4.00000	5.89792	A#3	80	80	1	-1
20	4.25000	4.48542	F4	80	80	0	-1
21	4.50000	4.73542	C#5	80	80	0	-1
22	4.75000	4.98542	F4	80	80	0	-1
23	5.00000	5.23542	C#5	80	80	0	-1
24	5.25000	5.48542	F4	80	80	0	-1
25	5.50000	5.73542	C#5	80	80	0	-1
26	5.75000	5.98542	F4	80	80	0	-1
27	6.00000	6.23542	A#4	80	80	0	-1
28	6.00000	7.89792	F#3	80	80	1	-1
29	6.25000	6.48542	C#4	80	80	0	-1
30	6.50000	6.73542	A#4	80	80	0	-1
31	6.75000	6.98542	C#4	80	80	0	-1
32	7.00000	7.23542	A#4	80	80	0	-1
33	7.25000	7.48542	C#4	80	80	0	-1
34	7.50000	7.73542	A#4	80	80	0	-1
35	7.75000	7.98542	C#4	80	80	0	-1
36	8.00000	9.42292	C#3	80	80	1	-1
37	8.00000	9.42292	G#3	80	80	1	-1
38	8.00000	9.42292	C#4	80	80	1	-1
39	8.25000	8.48542	G#4	80	80	0	-1
40	8.50000	8.73542	G#4	80	80	0	-1
41	8.75000	8.98542	F4	80	80	0	-1
42	9.00000	9.23542	G#4	80	80	0	-1
43	9.25000	9.48542	F4	80	80	0	-1
44	9.50000	9.73542	G#4	80	80	0	-1
45	9.50000	9.97292	C#4	80	80	1	-1
46	9.75000	9.98542	F4	80	80	0	-1
47	10.00000	10.23542	A#4	80	80	0	-1
48	10.00000	11.42292	G#3	80	80	1	-1
49	10.00000	11.42292	C4	80	80	1	-1
50	10.25000	10.48542	C5	80	80	0	-1
51	10.50000	10.73542	A#4	80	80	0	-1
52	10.75000	10.98542	G#4	80	80	0	-1
53	11.00000	11.23542	G#4	80	80	0	-1
54	11.25000	11.48542	A#4	80	80	0	-1
55	11.50000	11.73542	G#4	80	80	0	-1
56	11.50000	11.97292	C4	80	80	1	-1
57	11.75000	12.22292	F4	80	80	0	-1
58	12.00000	13.42292	A#3	80	80	1	-1
59	12.00000	13.42292	C#4	80	80	1	-1
60	12.25000	12.48542	D#4	80	80	0	-1
61	12.50000	12.97292	D#4	80	80	0	-1
62	13.50000	13.97292	C#4	80	80	1	-1
63	14.00000	14.94792	F#3	80	80	1	-1
64	14.00000	14.94792	A#3	80	80	1	-1
